Delivery_person_Age,Delivery_person_Ratings,Vehicle_condition,multiple_deliveries,Time_taken(min),Order_Pickup_Time,Delivery_Distance (m),Ordered_month,Ordered_year,Ordered_time (mins),Weatherconditions_Fog,Weatherconditions_Sandstorms,Weatherconditions_Stormy,Weatherconditions_Sunny,Weatherconditions_Windy,Road_traffic_density_Jam ,Road_traffic_density_Low ,Road_traffic_density_Medium ,Type_of_order_Drinks ,Type_of_order_Meal ,Type_of_order_Snack ,Type_of_vehicle_motorcycle ,Type_of_vehicle_scooter ,Festival_Yes ,City_Semi-Urban ,City_Urban 
26.0,4.4,0.0,1.0,19,15.0,1514.793721388757,3,2022,570,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
23.0,4.6,2.0,0.0,20,10.0,20182.728114832917,3,2022,1185,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
39.0,4.7,0.0,1.0,27,10.0,7546.8005410557535,3,2022,1330,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
34.0,5.0,1.0,0.0,19,15.0,6118.711846689727,3,2022,940,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
28.0,4.9,2.0,1.0,20,15.0,4674.151774555043,3,2022,1255,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
39.0,4.2,2.0,1.0,33,5.0,1552.216563717113,3,2022,675,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
38.0,4.7,1.0,0.0,15,10.0,1536.621335598279,4,2022,630,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
35.0,4.8,1.0,1.0,15,5.0,4494.227798361535,2,2022,1310,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
35.0,4.6,0.0,0.0,28,10.0,3073.677586371296,3,2022,670,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
35.0,4.8,0.0,1.0,36,10.0,10587.773645836049,3,2022,1280,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
20.0,4.7,1.0,1.0,21,15.0,7550.012438488937,2,2022,1080,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
38.0,4.8,2.0,0.0,18,5.0,9177.484636525243,4,2022,1095,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
36.0,3.8,1.0,0.0,31,15.0,16851.37103091421,4,2022,1285,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
22.0,4.7,2.0,1.0,28,10.0,7546.817179242812,4,2022,1185,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
30.0,4.6,2.0,1.0,26,10.0,17076.492495612452,3,2022,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
25.0,4.7,0.0,0.0,12,10.0,9348.109676504626,3,2022,1135,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
36.0,4.8,0.0,1.0,29,5.0,7573.528691685556,3,2022,1355,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
28.0,4.7,1.0,0.0,24,5.0,7683.7409309827635,3,2022,1240,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
28.0,4.6,2.0,1.0,11,15.0,6037.614687084906,3,2022,1020,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
38.0,4.5,1.0,0.0,16,5.0,13894.916383849753,2,2022,1140,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
25.0,4.9,2.0,1.0,17,10.0,4596.738270616882,3,2022,1345,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
30.0,5.0,0.0,0.0,25,5.0,7790.160607220382,3,2022,1070,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
37.0,4.8,1.0,1.0,18,10.0,1558.137239175215,3,2022,630,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35.0,3.8,2.0,0.0,32,5.0,16383.856071848078,4,2022,1290,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
30.0,3.6,1.0,1.0,37,15.0,16721.20319162223,4,2022,1320,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
32.0,4.4,0.0,1.0,28,15.0,1552.6496306637073,3,2022,590,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
39.0,4.8,1.0,0.0,19,10.0,1532.1262845594088,4,2022,655,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
38.0,5.0,1.0,1.0,27,15.0,8938.176353487746,4,2022,1315,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
23.0,4.2,0.0,1.0,32,10.0,12162.115707005645,3,2022,1240,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
38.0,4.9,2.0,1.0,29,15.0,12254.988311075596,3,2022,1425,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
32.0,4.6,2.0,0.0,25,10.0,6290.13467763468,3,2022,820,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
30.0,4.3,1.0,1.0,33,10.0,13406.088270680275,3,2022,1040,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
34.0,4.1,1.0,0.0,40,10.0,13972.191759503005,3,2022,1200,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
31.0,4.0,1.0,1.0,31,10.0,4610.390241501909,3,2022,1255,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
38.0,4.8,2.0,1.0,32,5.0,4544.211841489953,4,2022,1290,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
31.0,4.8,2.0,1.0,30,15.0,20178.893713604633,4,2022,1035,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
21.0,4.4,0.0,1.0,39,15.0,13788.48075238715,3,2022,1075,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
37.0,4.2,2.0,1.0,39,10.0,10906.065218662736,3,2022,1045,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
22.0,4.6,0.0,1.0,30,10.0,17137.482577838597,3,2022,1035,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
24.0,4.8,0.0,1.0,35,5.0,19760.063712198687,3,2022,1220,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
26.0,4.9,1.0,1.0,28,15.0,5959.266895919675,3,2022,930,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
33.0,4.6,2.0,1.0,25,15.0,7649.724402449684,3,2022,1235,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
34.0,4.9,1.0,0.0,30,5.0,3064.2100281013018,4,2022,720,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
33.0,5.0,2.0,0.0,17,10.0,6119.24534302912,3,2022,775,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
25.0,4.0,0.0,2.0,35,10.0,12161.417162421785,3,2022,1285,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22.0,5.0,0.0,1.0,18,5.0,1509.357191576095,3,2022,505,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
21.0,4.6,2.0,0.0,17,10.0,9121.491544069728,3,2022,1330,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
34.0,4.7,0.0,2.0,45,5.0,9348.072739621904,4,2022,1315,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
24.0,4.9,0.0,1.0,20,5.0,12580.267822400963,3,2022,1335,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
21.0,4.9,1.0,1.0,18,5.0,5958.756242189326,3,2022,920,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
35.0,4.7,0.0,0.0,33,15.0,16641.014927987908,3,2022,1090,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
22.0,5.0,0.0,1.0,21,10.0,16608.224637742176,2,2022,1365,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
35.0,4.8,2.0,1.0,18,5.0,16852.444613264273,3,2022,1305,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
31.0,4.0,2.0,1.0,42,15.0,13829.019124454268,3,2022,1230,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
28.0,4.9,0.0,1.0,15,10.0,13766.192440641818,3,2022,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
37.0,4.8,0.0,0.0,49,15.0,14152.80068944862,4,2022,1220,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
39.0,4.3,0.0,0.0,25,5.0,4596.477246826325,4,2022,1415,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
21.0,4.5,0.0,1.0,48,10.0,19761.70646741359,3,2022,1190,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
28.0,4.3,0.0,0.0,23,15.0,3105.4853062814936,3,2022,505,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
27.0,4.7,0.0,1.0,29,15.0,6054.757424280905,2,2022,995,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
37.0,4.7,0.0,1.0,27,15.0,9177.484636525243,3,2022,1365,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
25.0,4.8,1.0,0.0,28,10.0,13989.852322089257,3,2022,1190,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
27.0,4.3,0.0,0.0,46,10.0,6217.525604924386,3,2022,825,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37.0,4.5,2.0,1.0,26,10.0,4663.772762376294,3,2022,1370,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
23.0,4.9,1.0,1.0,25,15.0,19042.585515695213,2,2022,1235,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
27.0,4.7,0.0,1.0,38,10.0,19659.160370978905,3,2022,1280,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
26.0,4.2,0.0,1.0,23,10.0,1572.533729286321,2,2022,555,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
22.0,4.5,1.0,0.0,23,10.0,4610.621612645187,3,2022,1115,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
28.0,4.7,0.0,1.0,16,15.0,16821.912713961545,3,2022,1340,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
21.0,4.9,0.0,1.0,15,10.0,13392.833798998301,2,2022,1180,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
37.0,4.6,2.0,1.0,18,15.0,7762.480218802449,4,2022,1400,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
25.0,4.5,0.0,1.0,17,5.0,3029.5597395005275,3,2022,640,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
22.0,4.9,1.0,0.0,20,5.0,4528.162065607132,3,2022,1180,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
34.0,4.5,2.0,0.0,28,5.0,9435.201537430714,4,2022,1215,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
36.0,4.0,0.0,1.0,37,15.0,12484.590809975487,2,2022,1410,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
24.0,4.8,1.0,1.0,16,15.0,17098.75410817548,3,2022,1350,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
34.0,4.8,2.0,0.0,27,15.0,13613.850325840418,4,2022,1075,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
24.0,4.9,0.0,0.0,28,5.0,13789.707457540984,3,2022,1185,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
33.0,4.5,2.0,1.0,25,10.0,13611.566722125084,3,2022,1275,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
23.0,4.7,2.0,0.0,26,10.0,16600.06663605748,3,2022,1340,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
27.0,4.6,1.0,0.0,19,10.0,7546.876906900249,3,2022,1365,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
22.0,4.4,0.0,0.0,39,10.0,11007.734763744616,3,2022,1190,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
38.0,4.3,1.0,1.0,39,10.0,7460.982953255053,2,2022,1285,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
34.0,3.6,2.0,1.0,42,15.0,10641.604779432295,3,2022,1270,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
24.0,4.8,2.0,1.0,18,15.0,13762.097103297643,3,2022,1295,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
38.0,4.3,2.0,1.0,48,15.0,17097.52652782741,4,2022,1190,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25.0,4.7,1.0,1.0,27,5.0,16606.416161294954,2,2022,1130,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
37.0,4.7,0.0,1.0,37,10.0,7601.304456856061,4,2022,1185,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
36.0,4.9,1.0,0.0,26,5.0,3020.3297176230153,2,2022,535,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
33.0,4.7,2.0,0.0,27,5.0,16635.770753608573,3,2022,1355,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
23.0,5.0,0.0,0.0,25,10.0,20851.771383105144,3,2022,1065,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
28.0,4.6,2.0,1.0,22,5.0,17097.52492719776,3,2022,1210,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
33.0,4.5,0.0,1.0,23,10.0,7631.552743190954,2,2022,1270,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
38.0,4.9,1.0,1.0,27,15.0,5874.149021568659,2,2022,885,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
25.0,4.7,2.0,0.0,21,10.0,20182.482607604514,3,2022,1305,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
23.0,4.7,2.0,0.0,28,10.0,4657.153007152837,3,2022,1170,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
35.0,4.4,0.0,0.0,26,5.0,9054.052950169496,3,2022,1350,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
32.0,4.7,1.0,1.0,27,5.0,14152.80068944862,3,2022,1360,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
36.0,4.5,1.0,1.0,27,10.0,13973.037056670602,4,2022,1315,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
23.0,3.8,0.0,2.0,41,5.0,7762.633866101877,3,2022,1165,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
33.0,4.1,2.0,0.0,34,10.0,13591.224800423744,2,2022,1245,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
34.0,4.5,0.0,0.0,35,5.0,19617.581275547633,4,2022,1135,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
27.0,4.6,2.0,0.0,18,5.0,6147.07622035735,3,2022,865,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
24.0,4.6,1.0,0.0,26,10.0,6210.098947886509,3,2022,765,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.0,4.6,1.0,1.0,17,15.0,6232.380002107721,3,2022,815,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
31.0,5.0,0.0,1.0,26,10.0,3116.148933802629,3,2022,535,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
20.0,5.0,2.0,1.0,29,10.0,7761.284984440735,3,2022,1295,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20.0,4.9,0.0,1.0,49,10.0,20176.81196542613,3,2022,1175,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
26.0,4.6,0.0,0.0,34,15.0,19687.77669417997,4,2022,1180,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
35.0,4.5,2.0,0.0,26,5.0,9435.201537430714,3,2022,1190,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
35.0,5.0,2.0,1.0,31,10.0,6053.9980771485825,2,2022,975,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
26.0,4.8,2.0,0.0,19,10.0,9348.552276072713,3,2022,1125,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
25.0,4.4,0.0,1.0,16,5.0,1554.5816630911854,3,2022,560,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
26.0,4.4,0.0,0.0,24,5.0,3052.7568573078242,2,2022,580,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
21.0,4.6,2.0,0.0,11,5.0,19673.449050939096,2,2022,1270,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
20.0,4.8,1.0,0.0,25,15.0,13613.850325840418,3,2022,1210,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
33.0,5.0,2.0,1.0,29,15.0,5666567.624546699,2,2022,1285,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
30.0,4.5,2.0,0.0,29,10.0,19363.20422209685,3,2022,1340,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
36.0,4.6,0.0,1.0,22,5.0,1532.2885596942126,3,2022,595,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
29.0,5.0,1.0,1.0,34,15.0,12484.184857475693,2,2022,1150,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
39.0,4.8,0.0,1.0,42,15.0,13762.197002525636,3,2022,1330,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
35.0,4.9,1.0,1.0,27,10.0,1536.746979409273,4,2022,650,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
30.0,4.2,0.0,1.0,54,5.0,10254.493561950978,2,2022,1175,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0
30.0,4.5,2.0,1.0,29,5.0,3025.0598092773753,3,2022,650,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
28.0,4.7,1.0,0.0,10,15.0,9435.201537430714,3,2022,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
33.0,4.3,0.0,3.0,53,5.0,20207.797933358157,3,2022,1195,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
35.0,4.1,1.0,1.0,34,10.0,6128.551257919138,3,2022,975,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
35.0,4.9,2.0,0.0,27,15.0,6210.543032489625,3,2022,890,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38.0,4.5,1.0,1.0,20,15.0,12100.079055614344,3,2022,1345,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
22.0,4.2,0.0,0.0,33,15.0,20183.481365845186,3,2022,1280,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
30.0,4.8,2.0,1.0,19,5.0,3109.1253358399576,3,2022,595,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
39.0,4.9,0.0,2.0,47,5.0,10867.36612025203,3,2022,1185,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
29.0,4.8,0.0,1.0,18,5.0,9220.881802736847,3,2022,1100,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
29.0,4.6,1.0,0.0,17,10.0,1529.3087736834532,3,2022,630,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
29.0,4.9,1.0,1.0,38,15.0,12232.070021478212,3,2022,1155,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
27.0,4.9,0.0,1.0,24,5.0,1554.5086492841058,4,2022,715,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
34.0,4.6,2.0,1.0,29,5.0,16635.82054559229,3,2022,1285,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
21.0,4.6,1.0,1.0,28,10.0,6290.13467763468,2,2022,900,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
32.0,5.0,2.0,0.0,17,5.0,4717.601092054723,3,2022,1065,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
28.0,4.8,0.0,2.0,35,5.0,20442.92976252901,4,2022,1090,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
33.0,4.7,1.0,1.0,27,5.0,19672.63631357683,2,2022,1230,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
36.0,4.5,0.0,1.0,48,15.0,10704.672233866506,3,2022,1105,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
37.0,4.7,0.0,1.0,36,5.0,10756.415548797704,3,2022,1030,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
37.0,4.9,1.0,1.0,27,15.0,13631.330662170873,4,2022,1395,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
30.0,4.8,2.0,1.0,33,5.0,3116.2384958431985,3,2022,690,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
25.0,4.9,2.0,1.0,32,15.0,13786.66969363518,4,2022,1225,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
35.0,4.7,2.0,1.0,27,10.0,16827.472773146095,3,2022,1320,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
21.0,4.6,0.0,1.0,28,10.0,6128.363939648455,3,2022,955,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
34.0,4.5,0.0,1.0,23,5.0,19395.184495163445,2,2022,1365,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
36.0,4.6,0.0,2.0,39,10.0,12256.927745913816,3,2022,1365,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
35.0,4.6,2.0,1.0,29,5.0,2930.314663391813,2,2022,720,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
22.0,4.6,1.0,1.0,20,10.0,12580.267822400963,2,2022,1310,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
31.0,4.8,0.0,1.0,42,5.0,12435.68904742551,3,2022,1090,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
33.0,4.6,0.0,1.0,42,15.0,13615.833459011268,3,2022,1030,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
27.0,4.7,2.0,0.0,22,5.0,6232.179267966144,3,2022,825,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
23.0,4.6,2.0,1.0,25,15.0,17138.074588551885,3,2022,1140,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
36.0,4.0,2.0,1.0,32,10.0,7562.921044749782,3,2022,1260,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
22.0,4.4,2.0,1.0,31,15.0,17076.49014379466,4,2022,1215,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
24.0,4.7,2.0,1.0,26,10.0,6208.8039599000895,3,2022,755,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
28.0,3.6,0.0,1.0,53,10.0,4469.223038792308,4,2022,1300,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
26.0,4.9,1.0,1.0,41,5.0,19839.595859560617,2,2022,1245,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
23.0,4.6,1.0,1.0,20,5.0,7862.668167410368,3,2022,1190,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
37.0,4.0,0.0,1.0,31,10.0,3073.6879816312526,3,2022,600,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
37.0,4.4,2.0,1.0,39,15.0,20253.584375809147,4,2022,1125,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
32.0,4.9,2.0,0.0,25,15.0,16635.451215537916,3,2022,1330,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
25.0,4.6,1.0,1.0,23,15.0,9179.538450826047,3,2022,1130,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
28.0,4.7,1.0,1.0,17,15.0,7862.668167410368,3,2022,1395,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
33.0,4.6,1.0,0.0,20,15.0,17297.86575291325,3,2022,1190,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
21.0,4.1,0.0,0.0,27,15.0,4560.96495080353,3,2022,1355,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
26.0,4.6,0.0,1.0,23,5.0,16476.60369434282,2,2022,1370,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
21.0,5.0,0.0,1.0,13,5.0,3073.202406261182,4,2022,615,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
20.0,4.8,2.0,0.0,14,5.0,1552.2330405305722,3,2022,565,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
35.0,4.4,1.0,1.0,34,15.0,9080.801999742827,2,2022,1180,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
22.0,4.8,0.0,0.0,20,15.0,1513.7004246299196,2,2022,565,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
28.0,4.7,1.0,1.0,21,15.0,11007.734763744616,3,2022,1150,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
30.0,4.6,0.0,1.0,35,15.0,11914.594077317577,3,2022,1075,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
21.0,4.8,0.0,1.0,20,15.0,1536.836906549953,3,2022,705,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30.0,4.2,0.0,0.0,34,15.0,5992.049991557236,2,2022,925,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
23.0,5.0,0.0,0.0,29,10.0,9326.827803405624,4,2022,1055,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
26.0,4.9,0.0,1.0,20,5.0,9056.004306816445,3,2022,1120,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
33.0,4.8,1.0,1.0,18,10.0,19363.21160672078,3,2022,1115,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
39.0,5.0,1.0,1.0,16,15.0,8938.177476637757,3,2022,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
30.0,4.9,2.0,1.0,15,5.0,1512.58476857938,3,2022,565,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
20.0,4.8,1.0,1.0,13,10.0,16385.802266862793,3,2022,1405,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
22.0,4.9,1.0,1.0,21,5.0,12241.181140730714,3,2022,1395,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
33.0,3.5,2.0,1.0,40,10.0,13766.61690820274,3,2022,1280,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
34.0,4.6,0.0,1.0,36,5.0,6210.1692901027545,3,2022,850,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
35.0,4.9,2.0,1.0,44,10.0,20851.598740135785,3,2022,1280,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
37.0,4.0,0.0,1.0,31,10.0,4537.989684962583,3,2022,1340,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
27.0,4.9,2.0,1.0,15,15.0,12074.39552568561,3,2022,1185,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
39.0,4.8,0.0,1.0,40,5.0,7761.780026108867,3,2022,1220,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
28.0,3.3,2.0,2.0,43,15.0,12243.495934752103,3,2022,1335,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
38.0,4.9,1.0,0.0,29,5.0,13406.088270680275,4,2022,1130,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
33.0,4.1,1.0,1.0,33,10.0,6232.403352170867,3,2022,970,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
30.0,4.6,2.0,1.0,18,5.0,7450.185408246093,3,2022,1270,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
29.0,4.7,2.0,1.0,23,10.0,12257.118233178144,3,2022,1135,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
