Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,multiple_deliveries,Festival,Time_taken(min),Delivery_Distance (m),Ordered_time (mins)
28.0,4.4,Windy,High ,0.0,1.0,No ,32,6054.527674480538,815
30.0,4.9,Fog,Medium ,1.0,1.0,No ,15,6217.824017922212,980
38.0,4.5,Sandstorms,Low ,2.0,0.0,No ,26,3018.71690507141,600
36.0,4.8,Sunny,Jam ,1.0,1.0,No ,19,7862.668167410368,1250
24.0,4.8,Cloudy,Medium ,1.0,0.0,No ,14,6290.13467763468,990
23.0,4.8,Cloudy,Low ,0.0,1.0,No ,21,13762.197002525636,1360
34.0,5.0,Sandstorms,Low ,1.0,1.0,No ,15,19471.257579516954,1420
38.0,4.9,Sandstorms,Medium ,0.0,0.0,No ,37,8988.268826683543,1100
24.0,4.4,Stormy,Low ,0.0,1.0,No ,26,1572.533729286321,580
27.0,4.1,Cloudy,Jam ,2.0,1.0,No ,39,13681.590426854767,1255
22.0,4.1,Windy,Low ,0.0,1.0,No ,29,9074.744674241005,0
31.0,4.5,Stormy,Jam ,1.0,2.0,No ,44,13830.053479838845,1300
37.0,4.7,Sunny,Low ,0.0,0.0,No ,24,12420.750390870613,1340
31.0,5.0,Stormy,Low ,1.0,1.0,No ,16,19974.62742500737,1425
39.0,4.7,Stormy,Low ,1.0,1.0,No ,29,10683.836829081005,1395
36.0,4.9,Sandstorms,Jam ,1.0,0.0,No ,25,17098.804215242584,1270
30.0,5.0,Sunny,Low ,1.0,1.0,No ,24,12293.78731203682,1375
26.0,4.6,Fog,Jam ,2.0,1.0,No ,38,10590.448391072325,1280
36.0,3.7,Fog,Low ,2.0,1.0,No ,33,16393.8118808,1400
38.0,4.8,Cloudy,Jam ,0.0,1.0,Yes ,40,20206.901465513605,1300
23.0,4.6,Fog,Medium ,0.0,1.0,No ,28,6232.179267966144,920
22.0,4.9,Windy,Low ,1.0,1.0,No ,19,3073.599739868747,490
22.0,4.9,Cloudy,Low ,0.0,0.0,No ,22,13583.078662317006,1330
31.0,4.8,Stormy,Low ,1.0,0.0,No ,26,13216.474838927938,1340
23.0,4.6,Cloudy,Low ,2.0,1.0,No ,17,3104.463374954771,550
20.0,4.8,Windy,High ,1.0,1.0,No ,23,6081.387490813416,760
36.0,4.6,Sandstorms,High ,1.0,0.0,No ,30,1552.587981794714,675
29.0,4.7,Fog,High ,0.0,1.0,No ,29,3104.799238186965,700
35.0,4.9,Sandstorms,Low ,2.0,1.0,No ,26,8938.63229991919,1330
31.0,4.4,Sandstorms,Jam ,1.0,2.0,No ,37,12580.267822400963,1235
27.0,5.0,Stormy,Medium ,2.0,0.0,No ,25,16852.688970823085,1040
22.0,4.2,Stormy,Jam ,0.0,1.0,No ,33,10755.502959621499,1285
30.0,5.0,Sunny,Low ,1.0,0.0,No ,14,3145.067434621583,530
34.0,4.9,Stormy,Jam ,1.0,0.0,No ,28,13989.852322089257,1155
25.0,4.8,Cloudy,High ,0.0,1.0,No ,28,1572.533729286321,715
21.0,4.6,Stormy,Medium ,0.0,1.0,No ,27,6117.673772819904,970
21.0,4.9,Fog,Low ,1.0,1.0,No ,14,1512.6859754657423,515
36.0,4.8,Windy,High ,1.0,1.0,No ,33,5958.771662511523,850
37.0,4.6,Sunny,Jam ,1.0,1.0,No ,16,4596.317855297838,1260
24.0,4.9,Windy,Low ,1.0,0.0,No ,10,3104.402431477901,655
30.0,4.9,Sunny,Low ,1.0,0.0,No ,12,7761.498257466441,1430
32.0,4.8,Sunny,Jam ,1.0,0.0,No ,20,9264.431306460905,1200
23.0,4.9,Cloudy,Low ,1.0,1.0,No ,14,9055.36131845396,1425
39.0,4.1,Sandstorms,Jam ,1.0,0.0,No ,34,4663.545220952834,1195
21.0,4.9,Fog,Low ,0.0,1.0,No ,21,17098.75410817548,1415
25.0,4.5,Stormy,Low ,0.0,1.0,No ,15,4596.576884051941,1405
28.0,4.7,Cloudy,Low ,0.0,1.0,No ,24,12099.251698246315,1400
35.0,4.2,Fog,Low ,0.0,1.0,No ,43,16635.41627418215,1410
30.0,4.1,Cloudy,Low ,1.0,2.0,No ,37,10587.113705075846,1330
28.0,4.9,Stormy,Jam ,0.0,1.0,No ,16,9157.330481427101,1295
21.0,4.0,Fog,Jam ,1.0,1.0,No ,33,4544.228016639666,1215
36.0,4.8,Sunny,Low ,0.0,1.0,No ,27,3018.2264849996013,555
35.0,4.7,Windy,Medium ,0.0,1.0,No ,32,5969.043562149228,985
33.0,4.2,Windy,Jam ,0.0,1.0,Yes ,48,19974.56846935303,1160
34.0,4.7,Cloudy,Jam ,2.0,0.0,No ,48,11748.735630962052,1295
23.0,4.2,Sandstorms,Medium ,0.0,1.0,No ,35,20068.684908563682,1030
20.0,4.6,Stormy,Jam ,0.0,1.0,No ,29,7546.8005410557535,1170
26.0,4.7,Windy,Jam ,2.0,1.0,No ,19,9177.683834695672,1210
36.0,4.5,Windy,Medium ,0.0,1.0,No ,25,9348.433430020536,1120
33.0,4.8,Fog,Jam ,2.0,2.0,No ,39,10707.286388618611,1245
27.0,4.6,Cloudy,Medium ,2.0,0.0,No ,19,6242.483180719672,1020
24.0,4.9,Fog,Medium ,2.0,0.0,No ,35,13612.393202818852,1140
35.0,5.0,Windy,Medium ,1.0,1.0,No ,34,9178.296996538573,1040
37.0,4.8,Sandstorms,Low ,0.0,1.0,No ,29,17297.86575291325,1400
25.0,4.7,Sandstorms,Jam ,2.0,0.0,No ,15,17076.49014379466,1165
30.0,3.5,Windy,Jam ,1.0,1.0,No ,33,19688.324335752393,1250
27.0,4.6,Stormy,Low ,2.0,1.0,No ,17,1532.2885596942126,515
23.0,4.9,Cloudy,Jam ,0.0,1.0,No ,25,4657.34737800111,1305
28.0,4.9,Stormy,Jam ,2.0,1.0,No ,23,4674.295333360666,1295
35.0,4.8,Sandstorms,Jam ,1.0,1.0,No ,25,19619.011975960573,1310
27.0,4.6,Stormy,Jam ,2.0,0.0,No ,15,4560.903158461034,1250
24.0,4.9,Sunny,Low ,0.0,1.0,No ,25,16635.31520325545,1345
38.0,4.9,Sandstorms,High ,1.0,1.0,No ,28,6147.038743530447,815
35.0,4.3,Fog,High ,0.0,1.0,No ,33,6058.8489445304,780
39.0,4.5,Fog,Medium ,1.0,0.0,No ,16,7658.776111980611,1140
36.0,4.7,Fog,Low ,0.0,1.0,No ,25,7790.525266841046,1370
25.0,4.5,Cloudy,Medium ,1.0,1.0,No ,29,19688.55300536449,1075
28.0,4.9,Cloudy,Jam ,0.0,0.0,No ,25,9435.201537430714,1245
25.0,4.8,Sandstorms,Jam ,2.0,1.0,No ,14,8937.919334801594,1275
38.0,4.6,Cloudy,Medium ,0.0,1.0,No ,25,6209.976450705328,940
38.0,4.7,Windy,High ,2.0,1.0,No ,26,1536.906134034303,695
21.0,4.8,Windy,High ,0.0,1.0,No ,26,1572.533729286321,715
22.0,5.0,Windy,High ,2.0,0.0,No ,10,6210.6053640965965,860
20.0,5.0,Stormy,Medium ,2.0,1.0,No ,23,16722.53446733555,1050
24.0,4.6,Cloudy,Jam ,0.0,0.0,Yes ,42,19343.66892423054,1315
24.0,4.7,Sandstorms,Low ,1.0,0.0,No ,17,8952.508524589783,1360
29.0,4.9,Windy,High ,2.0,1.0,No ,18,1554.4772821910615,710
20.0,4.8,Windy,Jam ,2.0,1.0,No ,21,20886.716298555602,1150
38.0,4.9,Sandstorms,Jam ,1.0,1.0,No ,33,4596.6669251815265,1315
25.0,4.9,Windy,Medium ,0.0,1.0,No ,38,13765.756924309539,1075
28.0,4.6,Stormy,Medium ,2.0,1.0,No ,25,14021.75080337712,1110
33.0,4.3,Sandstorms,Low ,0.0,1.0,No ,22,3087.714229826543,520
33.0,4.6,Cloudy,Low ,1.0,0.0,No ,15,1552.5629397903203,535
33.0,4.9,Sandstorms,Low ,0.0,1.0,No ,27,12293.502674441414,1380
26.0,5.0,Fog,Medium ,0.0,0.0,No ,21,4657.579589646204,1140
31.0,5.0,Windy,Medium ,2.0,1.0,No ,26,10756.69787910262,1135
23.0,4.9,Sandstorms,High ,2.0,0.0,No ,12,6218.00119018663,860
30.0,4.1,Sandstorms,Low ,0.0,1.0,No ,30,3109.0591043933687,520
22.0,4.9,Sandstorms,Jam ,1.0,1.0,No ,19,13680.987399157162,1215
30.0,4.6,Sandstorms,Jam ,1.0,1.0,No ,25,4656.990844808267,1280
26.0,5.0,Sandstorms,Low ,1.0,0.0,No ,19,19975.808791439344,1330
26.0,4.9,Cloudy,Jam ,2.0,1.0,No ,37,10881.07784923287,1225
34.0,4.7,Sandstorms,Jam ,0.0,0.0,No ,52,16113.665369962842,1290
31.0,4.4,Stormy,Low ,0.0,1.0,No ,24,2979.763497462109,650
38.0,4.7,Sunny,High ,1.0,1.0,No ,17,5958.831946914463,765
26.0,4.6,Sandstorms,Jam ,2.0,0.0,No ,19,10280.582064621874,1285
32.0,4.8,Sandstorms,Low ,1.0,1.0,No ,27,19915.135664660593,1425
22.0,4.8,Cloudy,High ,0.0,1.0,No ,21,1520.4709334108632,715
22.0,4.7,Sandstorms,Medium ,0.0,1.0,No ,26,4469.15495926403,1130
27.0,2.7,Sunny,Low ,1.0,0.0,No ,38,16849.93991801649,1365
36.0,4.9,Cloudy,Medium ,1.0,1.0,No ,19,9219.878421275038,1065
27.0,4.4,Fog,Jam ,1.0,0.0,No ,36,12293.569688294703,1225
35.0,4.2,Stormy,Jam ,1.0,1.0,No ,41,16825.383404900902,1155
23.0,5.0,Cloudy,High ,1.0,1.0,No ,22,1513.575326884487,695
39.0,4.6,Sunny,Jam ,1.0,1.0,No ,22,7489.980958999069,1165
31.0,4.9,Sandstorms,Medium ,0.0,1.0,No ,36,9315.069177421892,1075
31.0,4.2,Sandstorms,Jam ,1.0,1.0,No ,31,12417.115998944011,1200
37.0,4.4,Windy,High ,0.0,2.0,No ,42,6210.86415606354,830
29.0,4.9,Fog,Medium ,2.0,1.0,No ,14,4656.945385949461,1065
36.0,4.6,Sandstorms,Low ,0.0,0.0,No ,23,16830.461294557434,1355
32.0,5.0,Cloudy,Low ,2.0,1.0,No ,18,9055.525276451308,1430
23.0,4.8,Stormy,Low ,2.0,0.0,No ,13,1552.7578022548726,620
24.0,4.8,Fog,Medium ,2.0,1.0,No ,32,17297.86575291325,1120
28.0,4.9,Fog,Jam ,1.0,2.0,No ,39,16476.14437887885,1160
31.0,4.8,Fog,Low ,0.0,1.0,No ,29,4663.432062512584,1365
32.0,4.3,Sandstorms,High ,0.0,1.0,No ,33,6218.030984114243,820
21.0,4.9,Windy,Medium ,2.0,0.0,No ,27,4589.099458435951,1115
33.0,4.7,Windy,Low ,1.0,1.0,No ,29,10642.292301678437,1360
24.0,4.6,Sandstorms,Low ,0.0,0.0,No ,17,10602.497166339632,1435
25.0,4.6,Sunny,Low ,0.0,0.0,No ,11,3109.0591043933687,660
22.0,4.9,Sandstorms,Low ,2.0,1.0,No ,16,9193.021332844553,1435
25.0,4.2,Sunny,High ,0.0,1.0,No ,43,6081.591883831901,795
29.0,4.5,Fog,Low ,1.0,0.0,No ,19,3145.067434621583,500
31.0,4.7,Fog,Low ,2.0,0.0,No ,17,3040.81604085675,635
30.0,4.6,Fog,Medium ,0.0,1.0,No ,34,9220.316822180319,1050
38.0,4.9,Stormy,Low ,1.0,0.0,No ,27,20442.92976252901,1355
32.0,4.8,Stormy,Low ,1.0,1.0,No ,26,19395.852229075088,1395
36.0,5.0,Cloudy,Medium ,0.0,1.0,No ,30,5860.245226449053,980
26.0,4.7,Stormy,Jam ,1.0,1.0,No ,19,10602.45939514964,1150
27.0,4.5,Sandstorms,Low ,2.0,1.0,No ,18,10427.667505405807,1430
39.0,3.5,Windy,Jam ,1.0,2.0,No ,43,10724.517748046026,1245
36.0,4.1,Sunny,Jam ,2.0,1.0,No ,31,10705.559922396555,1300
28.0,4.7,Stormy,Low ,0.0,1.0,No ,24,10725.034637880957,1420
39.0,4.8,Windy,Low ,2.0,1.0,No ,29,7601.362669750945,1380
27.0,4.8,Sandstorms,Medium ,2.0,1.0,No ,26,19617.824561450776,1120
22.0,4.2,Stormy,Low ,0.0,1.0,No ,15,7790.177003822013,1400
36.0,3.6,Stormy,Jam ,2.0,1.0,Yes ,44,10428.148593687969,1310
27.0,4.7,Stormy,Medium ,1.0,0.0,No ,26,12074.224380435524,1140
31.0,4.3,Fog,Jam ,1.0,2.0,No ,48,13989.852322089257,1245
25.0,4.6,Sunny,Low ,0.0,1.0,No ,21,13989.852322089257,1365
39.0,4.6,Stormy,Low ,2.0,1.0,No ,29,12435.256015114375,1370
31.0,4.6,Sunny,Medium ,1.0,0.0,No ,25,11007.734763744616,1070
32.0,4.0,Fog,Low ,0.0,1.0,No ,44,11916.705005077658,1390
25.0,4.5,Sandstorms,High ,1.0,1.0,No ,29,6210.8493245343125,840
29.0,4.8,Sunny,High ,2.0,0.0,No ,12,5860.420733130685,745
21.0,4.8,Fog,Low ,1.0,0.0,No ,13,1536.8334425195926,570
25.0,4.9,Windy,Low ,1.0,0.0,No ,11,3145.067434621583,635
33.0,4.7,Sunny,Medium ,2.0,1.0,No ,24,6232.241741133435,1005
35.0,4.3,Windy,Jam ,1.0,1.0,No ,35,12209.89608429735,1305
29.0,5.0,Sunny,Medium ,0.0,0.0,No ,20,6218.153086065015,980
27.0,4.6,Windy,Jam ,2.0,1.0,No ,25,4657.153007152837,1170
32.0,4.8,Windy,Low ,2.0,0.0,No ,22,1489.7343062370803,610
32.0,4.8,Sunny,Jam ,2.0,1.0,No ,24,20206.58151050797,1175
28.0,4.2,Windy,Jam ,0.0,1.0,No ,38,10756.16590745359,1170
33.0,5.0,Sandstorms,High ,0.0,0.0,Yes ,47,1552.5722988574742,710
31.0,4.6,Stormy,Low ,2.0,1.0,No ,29,7772.429015118234,0
29.0,4.7,Windy,Medium ,2.0,0.0,No ,23,10642.28895373868,1065
23.0,4.9,Stormy,Low ,1.0,0.0,No ,19,1558.137239175215,660
30.0,4.0,Sandstorms,Medium ,1.0,1.0,No ,34,4658.001279265391,1050
30.0,4.8,Windy,Low ,0.0,1.0,No ,20,17098.38536204264,1380
35.0,4.7,Windy,Medium ,1.0,1.0,No ,23,13766.192440641818,1030
27.0,4.3,Fog,Jam ,1.0,1.0,No ,40,16902.993744245756,1250
37.0,5.0,Cloudy,Medium ,2.0,0.0,No ,37,10881.329493408391,1045
31.0,4.7,Sunny,Low ,1.0,1.0,No ,23,16645.616357823623,1375
33.0,4.8,Fog,Low ,1.0,1.0,No ,15,3073.660615290314,555
28.0,4.8,Sandstorms,Medium ,1.0,1.0,No ,23,19875.680604910733,1110
34.0,4.9,Sunny,Medium ,1.0,1.0,No ,24,9055.4769335006,1060
23.0,4.7,Cloudy,Low ,2.0,1.0,No ,20,16852.08641567295,1405
39.0,4.8,Sandstorms,Jam ,2.0,0.0,No ,28,20442.92976252901,1310
21.0,4.5,Stormy,High ,2.0,0.0,No ,18,3064.3606844471906,670
39.0,4.6,Cloudy,Low ,1.0,0.0,No ,15,3116.1272207711527,615
39.0,4.9,Cloudy,High ,2.0,1.0,No ,26,6118.711846689727,870
33.0,4.6,Windy,Medium ,2.0,1.0,No ,31,7562.4788904523175,1080
27.0,4.8,Stormy,Low ,1.0,1.0,No ,15,3064.398872055142,620
39.0,4.6,Windy,Low ,1.0,0.0,No ,24,3105.095437473336,530
27.0,4.6,Sunny,Jam ,2.0,1.0,No ,16,7546.36114298456,1235
29.0,4.5,Windy,Jam ,0.0,1.0,No ,19,4579.028199695073,1170
35.0,4.8,Sunny,Low ,2.0,0.0,No ,14,3025.061641856169,500
25.0,4.9,Sandstorms,Low ,1.0,1.0,No ,18,1530.2997807730146,595
35.0,4.8,Stormy,Jam ,0.0,2.0,Yes ,54,10642.01906419996,1215
32.0,4.8,Windy,Medium ,0.0,1.0,Yes ,40,20969.028454523297,1140
38.0,4.9,Fog,Low ,2.0,1.0,No ,17,1536.8588631561618,620
36.0,4.4,Stormy,Jam ,0.0,3.0,Yes ,51,13631.339548300275,1235
30.0,4.6,Fog,Low ,2.0,0.0,No ,15,9348.403522662325,1425
22.0,4.7,Windy,Medium ,2.0,1.0,No ,25,17137.517022639648,1105
23.0,4.1,Stormy,Jam ,0.0,0.0,Yes ,39,13828.993309155414,1260
22.0,4.7,Windy,Medium ,0.0,1.0,No ,27,20253.78535947078,1065
34.0,4.6,Fog,Low ,2.0,0.0,No ,16,7763.607607839511,1405
26.0,4.8,Sandstorms,Medium ,0.0,1.0,No ,22,10868.244074540835,1035
37.0,4.6,Cloudy,Low ,1.0,0.0,No ,16,1489.7768153112215,530
29.0,4.7,Sandstorms,Low ,1.0,1.0,No ,17,7772.241719523235,1335
20.0,4.7,Fog,Medium ,2.0,2.0,No ,34,19659.625283684272,1050
32.0,5.0,Cloudy,Low ,2.0,1.0,No ,15,9435.201537430714,1335
37.0,4.8,Sunny,Low ,2.0,1.0,No ,27,10866.71605798691,1350
25.0,4.6,Sunny,High ,1.0,0.0,No ,16,3040.5548217970327,675
24.0,4.7,Cloudy,Low ,1.0,0.0,No ,15,9314.044064891696,1420
29.0,4.7,Fog,Medium ,2.0,1.0,No ,36,12294.166376369665,1090
27.0,4.8,Sunny,Jam ,2.0,0.0,No ,11,9074.821802568853,1300
33.0,4.7,Sunny,Medium ,1.0,0.0,No ,22,6128.850978538233,995
20.0,4.6,Fog,Low ,0.0,1.0,No ,22,3145.067434621583,500
32.0,4.8,Sandstorms,Low ,1.0,0.0,No ,22,2980.289542200211,535
38.0,4.0,Stormy,High ,0.0,1.0,No ,35,6058.8489445304,770
27.0,5.0,Windy,Jam ,1.0,1.0,No ,22,9315.071060294844,1260
27.0,4.6,Windy,Low ,2.0,1.0,No ,19,9315.729044609785,1345
23.0,4.8,Windy,Jam ,2.0,1.0,No ,15,11007.734763744616,1225
25.0,4.5,Stormy,Low ,0.0,1.0,No ,21,4527.535939190659,1365
33.0,4.6,Stormy,Low ,1.0,1.0,No ,28,1552.7615060238593,580
26.0,4.7,Sunny,Low ,0.0,1.0,No ,25,10865.882927764756,1345
29.0,4.8,Sunny,Jam ,0.0,0.0,No ,21,10713.21076429732,1165
37.0,4.6,Windy,Jam ,1.0,1.0,No ,28,7683.1914051315,1220
30.0,4.5,Sunny,Jam ,1.0,1.0,No ,21,16901.690663165984,1155
21.0,4.6,Fog,Medium ,0.0,1.0,No ,43,13736.2701343565,1130
20.0,4.8,Stormy,Jam ,2.0,0.0,No ,22,16638.59018321037,1255
34.0,4.5,Stormy,Medium ,1.0,1.0,No ,27,13612.451541411558,1130
33.0,4.9,Cloudy,Jam ,0.0,1.0,No ,45,13681.416111912891,1210
26.0,5.0,Cloudy,Low ,1.0,1.0,No ,21,20253.78535947078,1415
39.0,4.8,Stormy,High ,1.0,1.0,No ,32,6050.103074349793,855
35.0,4.7,Cloudy,Medium ,0.0,1.0,No ,39,16721.20319162223,1105
31.0,4.7,Sandstorms,Jam ,2.0,1.0,No ,30,20848.074005447354,1200
24.0,4.7,Cloudy,High ,0.0,1.0,No ,24,6081.19089136717,875
31.0,4.5,Stormy,High ,1.0,1.0,No ,29,1529.4972211332267,680
25.0,3.4,Sunny,Low ,2.0,1.0,No ,34,12419.803337139525,1375
33.0,5.0,Fog,Low ,0.0,1.0,No ,29,9327.28515796102,1425
30.0,4.9,Sunny,High ,1.0,1.0,No ,19,1544.1237394558011,700
38.0,4.8,Sandstorms,Low ,1.0,1.0,No ,23,1513.6713101657704,505
34.0,4.6,Sandstorms,Low ,1.0,0.0,No ,25,1552.5876685610624,525
21.0,4.9,Sunny,Medium ,0.0,0.0,No ,21,17137.93593144315,1100
34.0,4.5,Windy,Low ,2.0,0.0,No ,23,2979.410112022739,540
39.0,5.0,Fog,Low ,2.0,0.0,No ,18,1520.35659617055,620
36.0,3.5,Sandstorms,Medium ,1.0,1.0,No ,33,20554.044808543225,1030
29.0,4.7,Stormy,Low ,2.0,0.0,No ,17,11917.77961281397,1400
29.0,4.6,Sunny,Jam ,1.0,1.0,No ,23,12350.45244957424,1160
25.0,5.0,Cloudy,Medium ,0.0,1.0,No ,44,10906.553214977128,1115
20.0,4.9,Fog,Low ,0.0,1.0,No ,20,10867.421265092351,1350
28.0,4.6,Fog,Low ,2.0,1.0,No ,14,1512.714085470432,600
23.0,4.9,Sandstorms,Medium ,2.0,1.0,No ,29,4610.339345524684,1115
26.0,4.9,Windy,High ,2.0,1.0,No ,18,6146.622187550208,810
33.0,4.7,Sunny,Medium ,2.0,1.0,No ,20,17297.86575291325,1090
28.0,4.1,Cloudy,Jam ,2.0,2.0,No ,43,13830.779932927064,1190
23.0,4.6,Cloudy,Low ,1.0,1.0,No ,14,3025.279772423236,635
37.0,4.7,Sunny,Low ,1.0,1.0,No ,16,20851.862908260977,1335
35.0,4.2,Windy,Low ,0.0,2.0,No ,34,4674.295333360666,1375
39.0,4.8,Fog,Low ,2.0,1.0,No ,15,3108.9029191679383,590
39.0,5.0,Cloudy,Jam ,2.0,1.0,No ,43,20442.92976252901,1150
22.0,4.5,Fog,Low ,0.0,1.0,No ,22,3064.5104714747094,570
32.0,4.8,Fog,Jam ,0.0,2.0,No ,40,10866.277692518308,1300
30.0,4.6,Windy,Jam ,0.0,1.0,No ,39,4537.647566708253,1220
28.0,4.8,Cloudy,Jam ,0.0,3.0,No ,45,16721.15728076054,1290
25.0,4.9,Sandstorms,Low ,2.0,0.0,No ,12,13582.58356489648,1330
36.0,4.7,Cloudy,Jam ,0.0,0.0,No ,44,17138.074588551885,1245
25.0,4.3,Sandstorms,Jam ,0.0,0.0,No ,35,16852.572769450653,1170
27.0,4.8,Stormy,Low ,1.0,1.0,No ,12,3104.799238186965,555
34.0,4.5,Fog,Low ,1.0,1.0,No ,17,3029.512751162419,540
35.0,5.0,Windy,Jam ,0.0,0.0,No ,48,14022.253080995233,1170
27.0,4.7,Fog,Low ,2.0,1.0,No ,27,10757.014337994882,1330
37.0,5.0,Stormy,Jam ,1.0,1.0,No ,34,8937.86088183146,1305
20.0,3.9,Sunny,High ,0.0,2.0,No ,42,3088.2880256844833,710
22.0,4.3,Stormy,Medium ,0.0,1.0,No ,39,10721.987300671117,1030
24.0,2.9,Sunny,Low ,1.0,1.0,No ,43,10254.615880615222,1415
29.0,4.7,Sunny,Medium ,2.0,1.0,No ,10,7683.765443180288,1040
25.0,4.6,Stormy,Low ,2.0,1.0,No ,10,7762.6058902454,1435
37.0,4.9,Sunny,Medium ,2.0,1.0,No ,25,17139.21974225849,1030
27.0,4.8,Fog,Low ,1.0,1.0,No ,26,16818.368923732614,1350
36.0,3.5,Windy,Jam ,1.0,1.0,No ,33,12100.062421152574,1300
35.0,4.9,Stormy,Low ,2.0,0.0,No ,21,4681.791331017202,1365
39.0,4.9,Windy,Medium ,2.0,0.0,No ,21,12435.597855540222,1110
32.0,4.8,Windy,Low ,1.0,1.0,No ,28,7660.31691183285,1345
24.0,4.8,Fog,Jam ,2.0,1.0,No ,31,12435.540495461442,1250
25.0,4.7,Sunny,High ,2.0,1.0,No ,16,1529.5062057776051,670
28.0,4.9,Sunny,Low ,2.0,1.0,No ,22,3145.067434621583,620
35.0,4.8,Sunny,Low ,1.0,0.0,No ,11,1520.4190072774334,645
28.0,5.0,Stormy,Jam ,2.0,1.0,No ,20,16384.894686767213,1285
27.0,4.8,Cloudy,Medium ,0.0,1.0,No ,28,9193.520993944181,1120
25.0,4.8,Fog,High ,2.0,1.0,No ,20,3116.1417126181273,670
35.0,4.6,Cloudy,Medium ,2.0,0.0,No ,16,7661.250453808297,1070
35.0,4.8,Cloudy,Medium ,2.0,1.0,No ,15,9435.201537430714,1115
37.0,4.6,Sandstorms,Jam ,2.0,2.0,No ,34,9435.201537430714,1260
30.0,4.8,Windy,Jam ,2.0,1.0,No ,28,10923.997060639222,1320
29.0,4.7,Sandstorms,Jam ,2.0,0.0,No ,24,12464.367397048669,1185
25.0,4.6,Cloudy,Low ,0.0,1.0,No ,24,1552.4148945455952,645
25.0,4.9,Fog,Jam ,0.0,0.0,No ,37,12293.502674441414,1260
23.0,4.5,Sunny,Low ,0.0,0.0,No ,14,3027.364828628622,650
23.0,4.8,Sunny,Low ,0.0,1.0,No ,16,3064.4047273699666,655
24.0,5.0,Sandstorms,Low ,2.0,0.0,No ,14,3040.7902113990954,655
38.0,4.9,Cloudy,Low ,2.0,1.0,No ,28,20885.94489948276,1365
32.0,5.0,Sandstorms,Jam ,1.0,1.0,No ,29,10704.238934519315,1210
38.0,4.6,Fog,Jam ,1.0,1.0,No ,32,7862.668167410368,1270
22.0,4.7,Fog,Medium ,0.0,1.0,No ,27,6053.991527368519,995
25.0,4.9,Fog,Medium ,0.0,1.0,No ,21,9178.605957040862,1030
32.0,4.6,Cloudy,Medium ,0.0,0.0,No ,47,13989.695713800396,1030
22.0,4.8,Sandstorms,Jam ,1.0,1.0,No ,17,17076.407856166537,1300
32.0,4.2,Windy,Jam ,2.0,1.0,No ,42,10593.07487116998,1165
25.0,4.6,Windy,Low ,1.0,1.0,No ,15,3108.9029191679383,495
23.0,4.6,Cloudy,High ,1.0,1.0,No ,34,3025.3773215438064,715
22.0,4.7,Sunny,Low ,1.0,1.0,No ,23,7600.990561376191,1415
20.0,4.7,Fog,Jam ,1.0,1.0,No ,23,9080.69365258785,1270
24.0,3.8,Sunny,Jam ,0.0,2.0,No ,40,4537.922749289298,1240
35.0,4.8,Stormy,Medium ,1.0,0.0,No ,28,6147.404652636645,940
20.0,5.0,Stormy,Low ,2.0,0.0,No ,14,2979.5210494999237,525
27.0,5.0,Sandstorms,Medium ,0.0,1.0,No ,25,7763.180727989777,1110
35.0,4.3,Sandstorms,Jam ,0.0,2.0,No ,44,7802.839040445126,1175
30.0,4.9,Sunny,Jam ,2.0,1.0,No ,19,16637.05438488501,1255
20.0,4.5,Cloudy,Jam ,0.0,1.0,No ,35,12161.642370389038,1275
35.0,4.6,Cloudy,Low ,2.0,1.0,No ,16,1530.2594894332385,505
39.0,5.0,Fog,Low ,2.0,1.0,No ,16,3025.345653222032,655
39.0,4.2,Sandstorms,Low ,0.0,1.0,No ,23,1552.560983126433,550
23.0,4.9,Cloudy,Jam ,1.0,0.0,No ,26,4405.611015774127,1150
26.0,4.6,Cloudy,Low ,1.0,0.0,No ,16,3018.8412586288923,610
26.0,4.7,Cloudy,Low ,0.0,0.0,No ,21,17164.80681711441,1400
37.0,4.6,Cloudy,Jam ,2.0,1.0,No ,36,10278.860723637395,1170
33.0,4.9,Sunny,Medium ,1.0,0.0,No ,22,10703.215446671857,1130
25.0,4.7,Cloudy,Low ,2.0,0.0,No ,15,3029.5354155430837,550
33.0,4.3,Cloudy,Low ,1.0,1.0,No ,34,11917.100051488791,1410
23.0,4.7,Cloudy,Jam ,0.0,1.0,No ,47,13631.27120906983,1220
27.0,5.0,Windy,High ,0.0,1.0,No ,18,6127.848457033505,770
28.0,4.8,Fog,Jam ,0.0,1.0,No ,24,4588.321086013582,1270
20.0,4.3,Fog,Jam ,1.0,1.0,No ,44,12580.267822400963,1165
36.0,4.9,Sandstorms,Low ,1.0,1.0,No ,25,3064.2100281013018,550
35.0,4.8,Sandstorms,Medium ,0.0,1.0,No ,41,12161.069532201358,1095
23.0,4.9,Stormy,Low ,2.0,0.0,No ,18,1572.533729286321,530
28.0,4.7,Cloudy,Low ,2.0,0.0,No ,16,2984.505366074305,620
23.0,4.9,Windy,Jam ,1.0,1.0,No ,28,14045.60608367233,1215
35.0,4.8,Sandstorms,Low ,0.0,1.0,No ,27,17099.225478912438,1350
25.0,4.7,Stormy,Jam ,2.0,0.0,No ,19,4657.15978228187,1255
27.0,4.8,Cloudy,High ,1.0,0.0,No ,23,6080.882967594328,740
